------
Drone: 1
id=0, command=command, response=None, start_time=2023-04-03 17:15:57.027923, end_time=None, duration=None
id=1, command=command, response=None, start_time=2023-04-03 17:16:02.064535, end_time=None, duration=None
id=2, command=command, response=None, start_time=2023-04-03 17:16:07.128283, end_time=None, duration=None
id=3, command=command, response=None, start_time=2023-04-03 17:16:12.154964, end_time=None, duration=None
id=4, command=command, response=None, start_time=2023-04-03 17:16:17.178772, end_time=None, duration=None
id=5, command=command, response=None, start_time=2023-04-03 17:16:22.204259, end_time=None, duration=None
id=6, command=command, response=None, start_time=2023-04-03 17:16:27.233052, end_time=None, duration=None
id=7, command=command, response=None, start_time=2023-04-03 17:16:32.258967, end_time=None, duration=None
id=8, command=command, response=None, start_time=2023-04-03 17:16:37.294613, end_time=None, duration=None
id=9, command=command, response=None, start_time=2023-04-03 17:16:42.318128, end_time=None, duration=None
id=10, command=command, response=None, start_time=2023-04-03 17:16:47.338714, end_time=None, duration=None
id=11, command=command, response=None, start_time=2023-04-03 17:16:52.364883, end_time=None, duration=None
id=12, command=command, response=None, start_time=2023-04-03 17:16:57.384597, end_time=None, duration=None
id=13, command=command, response=None, start_time=2023-04-03 17:17:02.423876, end_time=None, duration=None
id=14, command=command, response=None, start_time=2023-04-03 17:17:07.456897, end_time=None, duration=None
id=15, command=command, response=None, start_time=2023-04-03 17:17:12.477410, end_time=None, duration=None
id=16, command=command, response=None, start_time=2023-04-03 17:17:17.497235, end_time=None, duration=None
id=17, command=command, response=None, start_time=2023-04-03 17:17:22.520844, end_time=None, duration=None
id=18, command=command, response=None, start_time=2023-04-03 17:17:27.541409, end_time=None, duration=None
id=19, command=command, response=None, start_time=2023-04-03 17:17:32.562847, end_time=None, duration=None
id=20, command=command, response=None, start_time=2023-04-03 17:17:37.583215, end_time=None, duration=None
id=21, command=command, response=None, start_time=2023-04-03 17:17:42.623605, end_time=None, duration=None
id=22, command=command, response=None, start_time=2023-04-03 17:17:47.663530, end_time=None, duration=None
id=23, command=command, response=None, start_time=2023-04-03 17:17:52.687220, end_time=None, duration=None
id=24, command=command, response=None, start_time=2023-04-03 17:17:57.710702, end_time=None, duration=None
id=25, command=command, response=None, start_time=2023-04-03 17:18:02.731990, end_time=None, duration=None
id=26, command=command, response=None, start_time=2023-04-03 17:18:07.752693, end_time=None, duration=None
id=27, command=command, response=None, start_time=2023-04-03 17:18:12.776824, end_time=None, duration=None
id=28, command=command, response=None, start_time=2023-04-03 17:18:17.801572, end_time=None, duration=None
id=29, command=command, response=None, start_time=2023-04-03 17:18:22.826240, end_time=None, duration=None
id=30, command=command, response=None, start_time=2023-04-03 17:18:27.854501, end_time=None, duration=None
id=31, command=command, response=None, start_time=2023-04-03 17:18:32.876448, end_time=None, duration=None
id=32, command=command, response=None, start_time=2023-04-03 17:18:37.908723, end_time=None, duration=None
id=33, command=command, response=None, start_time=2023-04-03 17:18:42.927767, end_time=None, duration=None
