------
Drone: 1
id=0, command=command, response=None, start_time=2023-04-03 15:46:38.482614, end_time=None, duration=None
id=1, command=command, response=None, start_time=2023-04-03 15:46:43.508395, end_time=None, duration=None
id=2, command=command, response=None, start_time=2023-04-03 15:46:48.536654, end_time=None, duration=None
id=3, command=command, response=None, start_time=2023-04-03 15:46:53.571307, end_time=None, duration=None
id=4, command=command, response=None, start_time=2023-04-03 15:46:58.596635, end_time=None, duration=None
id=5, command=command, response=None, start_time=2023-04-03 15:47:03.620954, end_time=None, duration=None
id=6, command=command, response=None, start_time=2023-04-03 15:47:08.647751, end_time=None, duration=None
id=7, command=command, response=None, start_time=2023-04-03 15:47:13.669767, end_time=None, duration=None
id=8, command=command, response=None, start_time=2023-04-03 15:47:18.686280, end_time=None, duration=None
id=9, command=command, response=None, start_time=2023-04-03 15:47:23.700555, end_time=None, duration=None
id=10, command=command, response=None, start_time=2023-04-03 15:47:28.721963, end_time=None, duration=None
id=11, command=command, response=None, start_time=2023-04-03 15:47:33.746931, end_time=None, duration=None
id=12, command=command, response=None, start_time=2023-04-03 15:47:38.768768, end_time=None, duration=None
id=13, command=command, response=None, start_time=2023-04-03 15:47:43.795922, end_time=None, duration=None
id=14, command=command, response=None, start_time=2023-04-03 15:47:48.819614, end_time=None, duration=None
id=15, command=command, response=None, start_time=2023-04-03 15:47:53.839176, end_time=None, duration=None
id=16, command=command, response=None, start_time=2023-04-03 15:47:58.876675, end_time=None, duration=None
------
Drone: 2
id=0, command=command, response=None, start_time=2023-04-03 15:46:38.482614, end_time=None, duration=None
id=1, command=command, response=None, start_time=2023-04-03 15:46:43.508788, end_time=None, duration=None
id=2, command=command, response=None, start_time=2023-04-03 15:46:48.536654, end_time=None, duration=None
id=3, command=command, response=None, start_time=2023-04-03 15:46:53.571307, end_time=None, duration=None
id=4, command=command, response=None, start_time=2023-04-03 15:46:58.596635, end_time=None, duration=None
id=5, command=command, response=None, start_time=2023-04-03 15:47:03.621512, end_time=None, duration=None
id=6, command=command, response=None, start_time=2023-04-03 15:47:08.648755, end_time=None, duration=None
id=7, command=command, response=None, start_time=2023-04-03 15:47:13.669767, end_time=None, duration=None
