------
Drone: 1
id=0, command=command, response=None, start_time=2023-04-03 15:38:41.784731, end_time=None, duration=None
id=1, command=command, response=None, start_time=2023-04-03 15:38:46.818531, end_time=None, duration=None
id=2, command=command, response=None, start_time=2023-04-03 15:38:51.850099, end_time=None, duration=None
id=3, command=command, response=None, start_time=2023-04-03 15:38:56.875441, end_time=None, duration=None
id=4, command=command, response=None, start_time=2023-04-03 15:39:01.912012, end_time=None, duration=None
id=5, command=command, response=None, start_time=2023-04-03 15:39:06.938474, end_time=None, duration=None
id=6, command=command, response=None, start_time=2023-04-03 15:39:11.960921, end_time=None, duration=None
id=7, command=command, response=None, start_time=2023-04-03 15:39:16.983841, end_time=None, duration=None
id=8, command=command, response=None, start_time=2023-04-03 15:39:22.007386, end_time=None, duration=None
id=9, command=command, response=None, start_time=2023-04-03 15:39:27.030173, end_time=None, duration=None
id=10, command=command, response=None, start_time=2023-04-03 15:39:32.053378, end_time=None, duration=None
id=11, command=command, response=None, start_time=2023-04-03 15:39:37.074530, end_time=None, duration=None
id=12, command=command, response=None, start_time=2023-04-03 15:39:42.096310, end_time=None, duration=None
id=13, command=command, response=None, start_time=2023-04-03 15:39:47.116075, end_time=None, duration=None
id=14, command=command, response=None, start_time=2023-04-03 15:39:52.137291, end_time=None, duration=None
id=15, command=command, response=None, start_time=2023-04-03 15:39:57.159260, end_time=None, duration=None
id=16, command=command, response=None, start_time=2023-04-03 15:40:02.182125, end_time=None, duration=None
id=17, command=command, response=None, start_time=2023-04-03 15:40:07.218471, end_time=None, duration=None
id=18, command=command, response=None, start_time=2023-04-03 15:40:12.239400, end_time=None, duration=None
id=19, command=command, response=None, start_time=2023-04-03 15:40:17.259994, end_time=None, duration=None
id=20, command=command, response=None, start_time=2023-04-03 15:40:22.274415, end_time=None, duration=None
id=21, command=command, response=None, start_time=2023-04-03 15:40:27.290581, end_time=None, duration=None
id=22, command=command, response=None, start_time=2023-04-03 15:40:32.308244, end_time=None, duration=None
id=23, command=command, response=None, start_time=2023-04-03 15:40:37.329327, end_time=None, duration=None
id=24, command=command, response=None, start_time=2023-04-03 15:40:42.351917, end_time=None, duration=None
id=25, command=command, response=None, start_time=2023-04-03 15:40:47.373380, end_time=None, duration=None
id=26, command=command, response=None, start_time=2023-04-03 15:40:52.398124, end_time=None, duration=None
id=27, command=command, response=None, start_time=2023-04-03 15:40:57.420791, end_time=None, duration=None
