------
Drone: 1
id=0, command=command, response=None, start_time=2023-03-16 14:34:25.945649, end_time=None, duration=None
id=1, command=command, response=None, start_time=2023-03-16 14:34:30.969736, end_time=None, duration=None
id=2, command=command, response=None, start_time=2023-03-16 14:34:35.991454, end_time=None, duration=None
id=3, command=command, response=None, start_time=2023-03-16 14:34:41.010572, end_time=None, duration=None
id=4, command=command, response=None, start_time=2023-03-16 14:34:46.034299, end_time=None, duration=None
id=5, command=command, response=None, start_time=2023-03-16 14:34:51.057650, end_time=None, duration=None
id=6, command=command, response=None, start_time=2023-03-16 14:34:56.080818, end_time=None, duration=None
id=7, command=command, response=None, start_time=2023-03-16 14:35:01.102505, end_time=None, duration=None
id=8, command=command, response=None, start_time=2023-03-16 14:35:06.129015, end_time=None, duration=None
id=9, command=command, response=None, start_time=2023-03-16 14:35:11.145597, end_time=None, duration=None
id=10, command=command, response=None, start_time=2023-03-16 14:35:16.165602, end_time=None, duration=None
id=11, command=command, response=None, start_time=2023-03-16 14:35:21.184579, end_time=None, duration=None
id=12, command=command, response=None, start_time=2023-03-16 14:35:26.204491, end_time=None, duration=None
id=13, command=command, response=None, start_time=2023-03-16 14:35:31.237631, end_time=None, duration=None
id=14, command=command, response=None, start_time=2023-03-16 14:35:36.260501, end_time=None, duration=None
id=15, command=command, response=None, start_time=2023-03-16 14:35:41.280687, end_time=None, duration=None
id=16, command=command, response=None, start_time=2023-03-16 14:35:46.308832, end_time=None, duration=None
id=17, command=command, response=None, start_time=2023-03-16 14:35:51.336711, end_time=None, duration=None
id=18, command=command, response=None, start_time=2023-03-16 14:35:56.364458, end_time=None, duration=None
id=19, command=command, response=None, start_time=2023-03-16 14:36:01.390940, end_time=None, duration=None
id=20, command=command, response=None, start_time=2023-03-16 14:36:06.413503, end_time=None, duration=None
id=21, command=command, response=None, start_time=2023-03-16 14:36:11.437846, end_time=None, duration=None
id=22, command=command, response=None, start_time=2023-03-16 14:36:16.472587, end_time=None, duration=None
id=23, command=command, response=None, start_time=2023-03-16 14:36:21.505576, end_time=None, duration=None
id=24, command=command, response=None, start_time=2023-03-16 14:36:26.585338, end_time=None, duration=None
id=25, command=command, response=None, start_time=2023-03-16 14:36:31.608065, end_time=None, duration=None
id=26, command=command, response=None, start_time=2023-03-16 14:36:36.636722, end_time=None, duration=None
id=27, command=command, response=None, start_time=2023-03-16 14:36:41.659180, end_time=None, duration=None
id=28, command=command, response=None, start_time=2023-03-16 14:36:46.694574, end_time=None, duration=None
id=29, command=command, response=None, start_time=2023-03-16 14:36:51.714651, end_time=None, duration=None
id=30, command=command, response=None, start_time=2023-03-16 14:36:56.742984, end_time=None, duration=None
id=31, command=command, response=None, start_time=2023-03-16 14:37:01.765350, end_time=None, duration=None
id=32, command=command, response=None, start_time=2023-03-16 14:37:06.788351, end_time=None, duration=None
id=33, command=command, response=None, start_time=2023-03-16 14:37:11.833267, end_time=None, duration=None
id=34, command=command, response=None, start_time=2023-03-16 14:37:16.858172, end_time=None, duration=None
id=35, command=command, response=None, start_time=2023-03-16 14:37:21.879214, end_time=None, duration=None
id=36, command=command, response=None, start_time=2023-03-16 14:37:26.902442, end_time=None, duration=None
id=37, command=command, response=None, start_time=2023-03-16 14:37:31.930136, end_time=None, duration=None
id=38, command=command, response=None, start_time=2023-03-16 14:37:36.952877, end_time=None, duration=None
id=39, command=command, response=None, start_time=2023-03-16 14:37:41.983799, end_time=None, duration=None
id=40, command=command, response=None, start_time=2023-03-16 14:37:47.013534, end_time=None, duration=None
id=41, command=command, response=None, start_time=2023-03-16 14:37:52.042602, end_time=None, duration=None
id=42, command=command, response=None, start_time=2023-03-16 14:37:57.073973, end_time=None, duration=None
id=43, command=command, response=None, start_time=2023-03-16 14:38:02.098131, end_time=None, duration=None
id=44, command=command, response=None, start_time=2023-03-16 14:38:07.113097, end_time=None, duration=None
id=45, command=command, response=None, start_time=2023-03-16 14:38:12.129820, end_time=None, duration=None
id=46, command=command, response=None, start_time=2023-03-16 14:38:17.155344, end_time=None, duration=None
id=47, command=command, response=None, start_time=2023-03-16 14:38:22.189931, end_time=None, duration=None
id=48, command=command, response=None, start_time=2023-03-16 14:38:27.219356, end_time=None, duration=None
id=49, command=command, response=None, start_time=2023-03-16 14:38:32.239125, end_time=None, duration=None
id=50, command=command, response=None, start_time=2023-03-16 14:38:37.259674, end_time=None, duration=None
id=51, command=command, response=None, start_time=2023-03-16 14:38:42.283590, end_time=None, duration=None
------
Drone: 2
id=0, command=command, response=None, start_time=2023-03-16 14:34:25.945649, end_time=None, duration=None
id=1, command=command, response=None, start_time=2023-03-16 14:34:30.969736, end_time=None, duration=None
id=2, command=command, response=None, start_time=2023-03-16 14:34:35.991454, end_time=None, duration=None
id=3, command=command, response=None, start_time=2023-03-16 14:34:41.011567, end_time=None, duration=None
id=4, command=command, response=None, start_time=2023-03-16 14:34:46.035302, end_time=None, duration=None
id=5, command=command, response=None, start_time=2023-03-16 14:34:51.057650, end_time=None, duration=None
id=6, command=command, response=None, start_time=2023-03-16 14:34:56.080818, end_time=None, duration=None
id=7, command=command, response=None, start_time=2023-03-16 14:35:01.102505, end_time=None, duration=None
id=8, command=command, response=None, start_time=2023-03-16 14:35:06.129377, end_time=None, duration=None
id=9, command=command, response=None, start_time=2023-03-16 14:35:11.146579, end_time=None, duration=None
id=10, command=command, response=None, start_time=2023-03-16 14:35:16.165602, end_time=None, duration=None
id=11, command=command, response=None, start_time=2023-03-16 14:35:21.184579, end_time=None, duration=None
id=12, command=command, response=None, start_time=2023-03-16 14:35:26.204491, end_time=None, duration=None
id=13, command=command, response=None, start_time=2023-03-16 14:35:31.238637, end_time=None, duration=None
id=14, command=command, response=None, start_time=2023-03-16 14:35:36.260501, end_time=None, duration=None
id=15, command=command, response=None, start_time=2023-03-16 14:35:41.281688, end_time=None, duration=None
id=16, command=command, response=None, start_time=2023-03-16 14:35:46.308832, end_time=None, duration=None
id=17, command=command, response=None, start_time=2023-03-16 14:35:51.337088, end_time=None, duration=None
id=18, command=command, response=None, start_time=2023-03-16 14:35:56.364458, end_time=None, duration=None
id=19, command=command, response=None, start_time=2023-03-16 14:36:01.390940, end_time=None, duration=None
id=20, command=command, response=None, start_time=2023-03-16 14:36:06.413503, end_time=None, duration=None
